Date,Open,High,Low,Close,Adj Close,Volume
10/19/2022,40556.64844,40643.60156,40195.19922,40373.19922,40372.73047,232900
10/20/2022,40149.5,40208.35156,39848.85156,40099.55078,40099.08594,262800
10/21/2022,40370.75,41032.25,40355.44922,40784.05078,40783.57813,324200
10/24/2022,41348.35156,41427.25,41201.14844,41304.89844,41304.41797,74300
10/25/2022,41513.64844,41530.64844,41021.44922,41122.75,41122.27344,351800
10/27/2022,41440.69922,41511.80078,41178.64844,41299.30078,41298.82031,239400
10/28/2022,41236.80078,41482.39844,40839.30078,40990.85156,40990.375,237100
10/31/2022,41265.69922,41353.69922,41106.10156,41307.89844,41307.41797,237200
11/1/2022,41552.39844,41677.25,41188.55078,41289.55078,41289.07031,304400
11/2/2022,41472.60156,41474.30078,41060.44922,41146.64844,41146.17188,175800
11/3/2022,40873.69922,41478,40819.14844,41298.35156,41297.87109,263600
11/4/2022,41314.85156,41516.19922,41051.14844,41258.44922,41257.96875,190400
11/7/2022,41740.64844,41779.39844,41337.05078,41686.69922,41686.21484,393400
11/9/2022,41914.85156,41948.89844,41667.89844,41783.19922,41782.71484,490500
11/10/2022,41462.85156,41643.89844,41318.60156,41603.75,41603.26563,253400
11/11/2022,42163.39844,42345.5,41918.10156,42137.05078,42136.5625,255400
11/14/2022,42177.55078,42231.44922,41965.44922,42076.75,42076.26172,142700
11/15/2022,42234.85156,42450.05078,42079.55078,42372.69922,42372.20703,139400
11/16/2022,42371.80078,42611.75,42296.30078,42535.30078,42534.80469,185400
11/17/2022,42399.64844,42622.75,42366.55078,42458.05078,42457.55859,165400
11/18/2022,42545.75,42590.75,42223.69922,42437.44922,42436.95703,280100
11/21/2022,42286.94922,42386.80078,42202.55078,42346.55078,42346.05859,259100
11/22/2022,42467.39844,42508.75,42347.14844,42457.05078,42456.55859,216300
11/23/2022,42668.55078,42860.55078,42556.39844,42729.10156,42728.60547,359100
11/24/2022,42838.35156,43163.39844,42769.64844,43075.39844,43074.89844,204900
11/25/2022,43192.44922,43339.14844,42864.94922,42983.94922,42983.44922,502800
11/28/2022,42757.19922,43159.80078,42740,43020.44922,43019.94922,238700
11/29/2022,42959.39844,43279.60156,42959.39844,43053.44922,43052.94922,223000
11/30/2022,43122.75,43332.30078,42880.05078,43231,43230.49609,202000
12/1/2022,43512.10156,43515.05078,43101.85156,43260.64844,43260.14453,268400
12/2/2022,42976.69922,43131.89844,42937.80078,43103.75,43103.25,212800
12/5/2022,43269.35156,43372.14844,42985,43332.94922,43332.44531,242600
12/6/2022,43093.89844,43306.85156,43076.39844,43138.55078,43138.05078,379200
12/7/2022,43157.35156,43327.35156,42948.44922,43098.69922,43098.19922,242900
12/8/2022,43142.25,43640.89844,43095.30078,43596.85156,43596.34375,355700
12/9/2022,43765.30078,43853.39844,43361.69922,43633.44922,43632.94141,443500
12/12/2022,43455.85156,43767.05078,43378.80078,43708.75,43708.24219,234200
12/13/2022,43793.69922,43983.80078,43767.75,43946.55078,43946.03906,277000
12/14/2022,44078.60156,44151.80078,43987.94922,44049.10156,44048.58984,349200
12/15/2022,43940.10156,44120.60156,43379.10156,43498.19922,43497.69531,421900
12/16/2022,43261.75,43598.19922,43080.55078,43219.5,43218.99609,275200
12/19/2022,43346.35156,43451.44922,43110.30078,43413.75,43413.24609,175600
12/20/2022,43152.64844,43426.19922,42955.39844,43359.5,43358.99609,182300
12/21/2022,43525.75,43614.64844,42363.80078,42617.94922,42617.45313,279400
12/22/2022,42864,42933.5,42231.35156,42408.80078,42408.30859,344800
12/23/2022,41951.35156,42226.64844,41597.64844,41668.05078,41667.56641,332600
12/27/2022,42827.75,42927.19922,42394.14844,42859.5,42859,229600
12/28/2022,42733.60156,43034.94922,42694.85156,42827.69922,42827.20313,230500
12/29/2022,42684.89844,43498.05078,42489.80078,43252.35156,43251.84766,308300
12/30/2022,43401.69922,43422.94922,42833.10156,42986.44922,42985.94922,258700
1/2/2023,43038.25,43382.75,42961.75,43203.10156,43203.10156,1798102100
1/3/2023,43151.44922,43482.80078,43148.44922,43425.25,43425.25,197000
1/4/2023,43417.5,43578.39844,42858.64844,42958.80078,42958.80078,216800
1/5/2023,43073.05078,43137.55078,42298.60156,42608.69922,42608.69922,189100
1/6/2023,42649.69922,42685.89844,41877,42188.80078,42188.80078,195100
1/9/2023,42404.85156,42716.80078,42186.55078,42582.75,42582.75,161800
1/10/2023,42642,42674.25,41835.75,42014.75,42014.75,179300
1/11/2023,42071.85156,42318,41729,42232.69922,42232.69922,169800
1/12/2023,42238.5,42343.5,41742.94922,42082.25,42082.25,154100
1/13/2023,42171.25,42453.94922,41885.60156,42371.25,42371.25,205500
1/16/2023,42622.5,42715.64844,42066.55078,42167.55078,42167.55078,312300
1/17/2023,42241.19922,42383.80078,41861.10156,42235.05078,42235.05078,256300
1/18/2023,42271.80078,42555.89844,42119.64844,42458,42458,170500
1/19/2023,42416.30078,42506.25,42234.89844,42328.85156,42328.85156,143400
1/20/2023,42516.05078,42709.19922,42366.14844,42506.80078,42506.80078,159100
1/23/2023,42891.44922,43005.85156,42727.69922,42821.25,42821.25,203600
1/24/2023,42994.44922,43078.89844,42615.64844,42733.44922,42733.44922,159500
1/25/2023,42703.60156,42733.05078,41540.30078,41647.64844,41647.64844,244700
1/27/2023,41382.35156,41417.89844,40148.80078,40345.30078,40345.30078,350800
1/30/2023,39856.14844,40789.55078,39419.80078,40387.44922,40387.44922,369900
1/31/2023,40563.85156,40811.64844,40167.69922,40655.05078,40655.05078,289900
2/1/2023,41115,42015.64844,39490.5,40513,40513,400100
2/2/2023,39943.35156,40757.60156,39761.44922,40669.30078,40669.30078,348500
2/3/2023,41019.35156,41539.94922,40609.75,41499.69922,41499.69922,308800
2/6/2023,41530.14844,41724.5,41261.19922,41374.64844,41374.64844,197800
2/7/2023,41513.10156,41630.75,41095.10156,41490.94922,41490.94922,171900
2/8/2023,41542.05078,41791.94922,41403.05078,41537.64844,41537.64844,136500
2/9/2023,41634,41634,41252.94922,41554.30078,41554.30078,142900
2/10/2023,41452.39844,41678.89844,41424.89844,41559.39844,41559.39844,155000
2/13/2023,41563.5,41662.55078,41157.89844,41282.19922,41282.19922,147000
2/14/2023,41410.44922,41718,41195.75,41648.35156,41648.35156,143100
2/15/2023,41674.60156,41795.44922,41455.60156,41731.05078,41731.05078,116300
2/16/2023,41925.69922,41979.10156,41521.94922,41631.35156,41631.35156,111700
2/17/2023,41514,41516.30078,40882.69922,41131.75,41131.75,138800
2/20/2023,41221.55078,41292.60156,40580.10156,40701.69922,40701.69922,143700
2/21/2023,40784.89844,40946.19922,40508.25,40673.60156,40673.60156,170200
2/22/2023,40494.14844,40529.25,39899,39995.89844,39995.89844,155200
2/23/2023,39983.69922,40147.80078,39600.25,40001.55078,40001.55078,200500
2/24/2023,40259.10156,40348.10156,39818.89844,39909.39844,39909.39844,144600
2/27/2023,39820.39844,40371.44922,39745.39844,40307.10156,40307.10156,165200
2/28/2023,40302.69922,40391.44922,40073,40269.05078,40269.05078,327800
3/1/2023,40473.85156,40725.35156,40341.94922,40698.14844,40698.14844,169800
3/2/2023,40604.55078,40773.25,40312.89844,40389.80078,40389.80078,149200
3/3/2023,40671.39844,41390.14844,40605.35156,41251.35156,41251.35156,213800
3/6/2023,41418.39844,41671.19922,41259.14844,41350.39844,41350.39844,180200
3/8/2023,41178.35156,41625.35156,41100.35156,41577.10156,41577.10156,157600
3/9/2023,41532.64844,41659,41208.10156,41256.75,41256.75,119200
3/10/2023,40805.25,40839,40341.69922,40485.44922,40485.44922,145300
3/13/2023,40356.10156,40690.05078,39454.60156,39564.69922,39564.69922,174500
3/14/2023,39522.39844,39768.5,39132.60156,39411.39844,39411.39844,205700
3/15/2023,39777.89844,39914.10156,38934.64844,39051.5,39051.5,164300
3/16/2023,39061.69922,39381.39844,38613.14844,39132.60156,39132.60156,196300
3/17/2023,39442.39844,39705.14844,38926.80078,39598.10156,39598.10156,173400
3/20/2023,39512.10156,39512.10156,38941.89844,39361.94922,39361.94922,173800
3/21/2023,39599.64844,39970.89844,39366.30078,39894.69922,39894.69922,187900
3/22/2023,40036,40085.60156,39837.80078,39999.05078,39999.05078,0
3/23/2023,39836.14844,40201.60156,39552.5,39616.89844,39616.89844,153200
3/24/2023,39555.25,39767.89844,39294.89844,39395.35156,39395.35156,166100
3/27/2023,39484.69922,39695.19922,39273.75,39431.30078,39431.30078,194200
3/28/2023,39545.05078,39645.19922,39326.10156,39567.89844,39567.89844,202300
3/29/2023,39611.55078,40055,39609.55078,39910.14844,39910.14844,259600
3/31/2023,40231.25,40690.39844,40180.19922,40608.64844,40608.64844,188000
4/3/2023,40695.80078,40857.60156,40535.89844,40813.05078,40813.05078,167500
4/5/2023,40972.30078,41071.14844,40802.64844,40999.14844,40999.14844,177400
4/6/2023,40940.69922,41274.69922,40820.55078,41041,41041,196500
4/10/2023,41116.14844,41139.85156,40727.25,40834.64844,40834.64844,153900
4/11/2023,41232,41403.25,40990.19922,41366.5,41366.5,219200
4/12/2023,41426,41610.14844,41332,41557.94922,41557.94922,143000
4/13/2023,41680.10156,42196.19922,41502.64844,42132.55078,42132.55078,232600
4/17/2023,42603.55078,42603.55078,41799,42262.55078,42262.55078,229100
4/18/2023,42406.94922,42500.69922,42114.35156,42265.19922,42265.19922,214200
4/19/2023,42280.10156,42339.89844,42022.14844,42154,42154,170000
4/20/2023,42218.5,42378.14844,42108.85156,42269.5,42269.5,180200
